Midpoint Method,,
E_c,E_p,E_m
33.652,4.310,37.961
33.018,4.944,37.961
32.349,5.613,37.961
31.647,6.315,37.961
30.913,7.048,37.961
30.151,7.810,37.961
29.363,8.598,37.961
28.551,9.411,37.961
27.717,10.244,37.961
26.865,11.097,37.961
25.996,11.965,37.961
25.114,12.848,37.961
24.221,13.741,37.961
23.319,14.642,37.961
22.413,15.549,37.961
21.503,16.458,37.961
20.594,17.367,37.961
19.688,18.274,37.961
18.787,19.175,37.961
17.894,20.067,37.961
17.012,20.949,37.961
16.144,21.818,37.961
15.291,22.670,37.961
14.457,23.504,37.961
13.644,24.318,37.961
12.853,25.108,37.961
12.088,25.874,37.961
11.349,26.612,37.961
10.640,27.322,37.961
9.961,28.001,37.961
9.314,28.647,37.961
8.701,29.260,37.961
8.123,29.838,37.961
7.581,30.380,37.961
7.075,30.886,37.961
6.607,31.354,37.961
6.176,31.785,37.961
5.783,32.178,37.961
5.428,32.534,37.961
5.109,32.852,37.961
4.827,33.134,37.961
4.581,33.380,37.961
4.369,33.592,37.961
4.191,33.770,37.961
4.044,33.916,37.961
3.929,34.032,37.961
3.843,34.118,37.961
3.785,34.176,37.961
3.755,34.206,37.961
3.752,34.208,37.961
3.777,34.184,37.961
3.829,34.132,37.961
3.909,34.052,37.961
4.019,33.942,37.961
4.159,33.802,37.961
4.330,33.630,37.961
4.535,33.426,37.961
4.774,33.187,37.961
5.049,32.912,37.961
5.360,32.601,37.961
5.708,32.253,37.961
6.093,31.868,37.961
6.517,31.445,37.961
6.977,30.984,37.961
7.475,30.486,37.961
8.010,29.951,37.961
8.581,29.380,37.961
9.187,28.774,37.961
9.827,28.134,37.961
10.500,27.462,37.962
11.203,26.759,37.962
11.936,26.026,37.962
12.696,25.266,37.962
13.482,24.480,37.962
14.291,23.671,37.962
15.121,22.841,37.962
15.970,21.992,37.962
16.835,21.126,37.962
17.715,20.247,37.962
18.605,19.356,37.962
19.505,18.457,37.962
20.410,17.551,37.962
21.319,16.643,37.962
22.229,15.733,37.962
23.136,14.826,37.962
24.039,13.923,37.962
24.934,13.028,37.962
25.818,12.143,37.962
26.690,11.272,37.962
27.546,10.416,37.962
28.384,9.578,37.962
29.201,8.761,37.962
29.994,7.968,37.962
30.761,7.200,37.962
31.501,6.461,37.962
32.209,5.752,37.962
32.885,5.076,37.962
33.526,4.435,37.962
34.131,3.831,37.962
34.696,3.266,37.962
35.221,2.740,37.962
35.704,2.257,37.962
36.144,1.818,37.962
36.538,1.424,37.962
36.886,1.076,37.962
37.187,0.775,37.962
37.440,0.522,37.962
37.643,0.319,37.962
37.797,0.165,37.962
37.901,0.061,37.962
37.954,0.008,37.962
37.957,0.005,37.962
37.909,0.053,37.962
37.810,0.152,37.962
37.662,0.300,37.962
37.463,0.499,37.962
37.216,0.746,37.962
36.920,1.042,37.962
36.576,1.385,37.962
36.187,1.775,37.962
35.752,2.210,37.962
35.274,2.688,37.962
34.753,3.209,37.962
34.192,3.770,37.962
33.591,4.371,37.962
32.954,5.008,37.962
32.281,5.680,37.962
31.576,6.386,37.962
30.840,7.122,37.962
30.075,7.887,37.962
29.285,8.677,37.962
28.470,9.492,37.962
27.634,10.328,37.962
26.780,11.182,37.962
25.910,12.052,37.962
25.027,12.935,37.962
24.132,13.830,37.962
23.230,14.731,37.962
22.323,15.639,37.962
21.414,16.548,37.962
20.505,17.457,37.962
19.599,18.363,37.962
18.699,19.263,37.962
17.807,20.155,37.962
16.926,21.036,37.962
16.059,21.903,37.962
15.209,22.753,37.962
14.376,23.586,37.962
13.565,24.397,37.962
12.777,25.185,37.962
12.014,25.948,37.962
11.278,26.684,37.962
10.572,27.390,37.962
9.896,28.066,37.962
9.252,28.710,37.962
8.643,29.319,37.962
8.068,29.894,37.962
7.529,30.432,37.962
7.028,30.934,37.962
6.563,31.399,37.962
6.136,31.826,37.962
5.746,32.215,37.962
5.395,32.567,37.962
5.080,32.882,37.962
4.801,33.160,37.962
4.559,33.403,37.961
4.350,33.611,37.961
4.175,33.786,37.961
4.032,33.930,37.961
3.919,34.042,37.961
3.836,34.125,37.961
3.781,34.180,37.961
3.753,34.208,37.961
3.753,34.208,37.961
3.781,34.181,37.961
3.835,34.126,37.961
3.918,34.043,37.961
4.031,33.930,37.961
4.174,33.787,37.961
4.349,33.612,37.961
4.557,33.404,37.962
4.800,33.162,37.962
5.078,32.883,37.962
5.393,32.569,37.962
5.744,32.217,37.962
6.134,31.828,37.962
6.560,31.401,37.962
7.025,30.937,37.962
7.527,30.435,37.962
8.065,29.897,37.962
8.640,29.322,37.962
9.249,28.713,37.962
9.892,28.070,37.962
10.568,27.394,37.962
11.274,26.688,37.962
12.010,25.952,37.962
12.772,25.190,37.962
13.561,24.402,37.962
14.372,23.590,37.962
15.204,22.758,37.962
16.055,21.908,37.962
16.922,21.041,37.962
17.802,20.160,37.962
18.694,19.268,37.962
19.594,18.368,37.962
20.500,17.462,37.962
21.409,16.553,37.962
22.318,15.644,37.962
23.226,14.737,37.962
24.128,13.835,37.962
25.022,12.940,37.962
25.905,12.057,37.962
26.776,11.187,37.962
27.630,10.332,37.962
28.466,9.497,37.962
29.280,8.682,37.962
30.071,7.891,37.962
30.836,7.126,37.962
31.572,6.390,37.962
32.278,5.684,37.962
32.951,5.012,37.962
33.588,4.374,37.962
34.189,3.774,37.962
34.750,3.212,37.962
35.271,2.691,37.962
35.750,2.212,37.962
36.185,1.777,37.962
36.575,1.387,37.962
36.918,1.044,37.962
37.215,0.748,37.962
37.462,0.500,37.962
37.661,0.301,37.962
37.810,0.152,37.962
37.909,0.054,37.962
37.957,0.005,37.962
37.955,0.008,37.962
37.902,0.061,37.962
37.798,0.164,37.962
37.645,0.318,37.962
37.441,0.521,37.962
37.189,0.773,37.962
36.889,1.074,37.962
36.541,1.422,37.962
36.147,1.816,37.962
35.707,2.255,37.962
35.225,2.738,37.962
34.700,3.263,37.962
34.135,3.828,37.962
33.530,4.432,37.962
32.890,5.073,37.962
32.214,5.749,37.962
31.505,6.457,37.962
30.766,7.196,37.962
29.999,7.964,37.962
29.206,8.757,37.962
28.389,9.574,37.962
27.551,10.411,37.962
26.695,11.267,37.962
25.824,12.139,37.962
24.939,13.023,37.962
24.044,13.918,37.962
23.142,14.821,37.962
22.234,15.728,37.962
21.325,16.638,37.962
20.416,17.547,37.962
19.510,18.452,37.962
18.611,19.352,37.962
17.720,20.243,37.962
16.840,21.122,37.962
15.975,21.988,37.962
15.126,22.837,37.962
14.295,23.667,37.962
13.486,24.476,37.962
12.700,25.262,37.962
11.940,26.022,37.962
11.207,26.755,37.962
10.504,27.459,37.962
9.831,28.131,37.962
9.191,28.772,37.962
8.585,29.378,37.962
8.013,29.949,37.962
7.478,30.484,37.962
6.980,30.982,37.962
6.519,31.443,37.962
6.096,31.866,37.962
5.710,32.252,37.962
5.362,32.600,37.962
5.051,32.911,37.962
4.776,33.186,37.962
4.537,33.425,37.962
4.331,33.630,37.962
4.159,33.802,37.962
4.019,33.943,37.962
3.909,34.052,37.962
3.829,34.133,37.962
3.777,34.185,37.962
3.752,34.209,37.962
3.755,34.207,37.962
3.785,34.177,37.962
3.842,34.119,37.962
3.928,34.033,37.962
4.044,33.918,37.962
4.190,33.772,37.962
4.368,33.594,37.962
4.580,33.382,37.962
4.826,33.136,37.962
5.108,32.855,37.962
5.426,32.536,37.962
5.781,32.181,37.962
6.174,31.788,37.962
6.605,31.358,37.962
7.073,30.890,37.962
7.578,30.384,37.962
8.120,29.842,37.962
8.698,29.264,37.962
9.311,28.652,37.962
9.957,28.005,37.963
10.636,27.326,37.963
11.345,26.617,37.963
12.084,25.879,37.963
12.849,25.113,37.963
13.640,24.323,37.963
14.453,23.510,37.963
15.287,22.675,37.963
16.140,21.823,37.963
17.008,20.955,37.963
17.890,20.073,37.963
18.782,19.180,37.963
19.683,18.279,37.963
20.590,17.373,37.963
21.499,16.464,37.963
22.408,15.554,37.963
23.315,14.648,37.963
24.216,13.746,37.963
25.110,12.853,37.963
25.992,11.971,37.963
26.861,11.102,37.963
27.714,10.249,37.963
28.547,9.415,37.963
29.360,8.603,37.963
30.148,7.815,37.963
30.910,7.052,37.963
31.644,6.319,37.963
32.346,5.617,37.963
33.015,4.947,37.963
33.649,4.313,37.963
34.246,3.717,37.963
34.804,3.159,37.963
35.321,2.642,37.963
35.795,2.167,37.963
36.226,1.737,37.963
36.611,1.351,37.963
36.950,1.013,37.963
37.242,0.721,37.963
37.485,0.478,37.963
37.678,0.284,37.963
37.823,0.140,37.963
37.916,0.046,37.963
37.960,0.003,37.963
37.952,0.011,37.963
37.894,0.069,37.963
37.786,0.177,37.963
37.627,0.336,37.963
37.419,0.544,37.963
37.162,0.801,37.963
36.857,1.106,37.963
36.504,1.459,37.963
36.106,1.857,37.963
35.662,2.301,37.963
35.175,2.788,37.963
34.646,3.317,37.963
34.077,3.886,37.963
33.469,4.494,37.963
32.825,5.138,37.963
32.146,5.817,37.963
31.434,6.529,37.963
30.692,7.271,37.963
29.922,8.041,37.963
29.126,8.837,37.963
28.308,9.655,37.963
27.468,10.495,37.963
26.610,11.353,37.963
25.737,12.226,37.963
24.852,13.111,37.963
23.956,14.007,37.963
23.052,14.911,37.963
22.145,15.818,37.963
21.235,16.728,37.963
20.326,17.637,37.963
19.421,18.542,37.963
18.522,19.441,37.963
17.633,20.330,37.963
16.755,21.208,37.963
15.890,22.072,37.963
15.043,22.920,37.963
14.215,23.748,37.963
13.408,24.555,37.963
12.624,25.339,37.963
11.867,26.096,37.963
11.137,26.826,37.963
10.436,27.527,37.963
9.766,28.197,37.963
9.130,28.833,37.963
8.527,29.436,37.963
7.959,30.004,37.963
7.428,30.535,37.963
6.933,31.030,37.963
6.476,31.487,37.963
6.056,31.907,37.963
5.674,32.289,37.963
5.330,32.633,37.963
5.022,32.941,37.963
4.751,33.212,37.963
4.515,33.448,37.962
4.313,33.649,37.962
4.144,33.818,37.962
4.007,33.955,37.962
3.900,34.062,37.962
3.823,34.140,37.962
3.773,34.189,37.962
3.751,34.211,37.962
3.757,34.206,37.962
3.789,34.173,37.962
3.849,34.113,37.962
3.938,34.024,37.962
4.057,33.906,37.962
4.206,33.756,37.962
4.388,33.575,37.962
4.602,33.360,37.963
4.852,33.111,37.963
5.137,32.825,37.963
5.459,32.504,37.963
5.818,32.145,37.963
6.215,31.748,37.963
6.649,31.314,37.963
7.121,30.842,37.963
7.630,30.333,37.963
8.176,29.787,37.963
8.757,29.206,37.963
9.373,28.590,37.963
10.023,27.940,37.963
10.705,27.258,37.963
11.417,26.546,37.963
12.158,25.805,37.963
12.926,25.037,37.963
13.719,24.244,37.963
14.535,23.428,37.963
15.371,22.592,37.963
16.225,21.738,37.963
17.095,20.868,37.963
17.978,19.985,37.963
18.871,19.092,37.963
19.773,18.190,37.963
20.680,17.284,37.963
21.589,16.374,37.963
22.498,15.465,37.963
23.405,14.559,37.963
24.305,13.658,37.963
25.198,12.766,37.963
26.079,11.884,37.963
26.946,11.017,37.963
27.797,10.166,37.963
28.629,9.334,37.963
29.439,8.524,37.963
30.225,7.738,37.963
30.985,6.979,37.963
31.715,6.248,37.963
32.414,5.549,37.963
33.080,4.883,37.963
33.711,4.253,37.963
34.304,3.660,37.963
34.857,3.106,37.963
35.370,2.593,37.963
35.840,2.123,37.963
36.267,1.697,37.963
36.647,1.316,37.963
36.982,0.982,37.963
37.268,0.695,37.963
37.507,0.457,37.963
37.695,0.268,37.963
37.835,0.129,37.963
37.923,0.040,37.963
37.962,0.002,37.963
37.949,0.014,37.963
37.886,0.077,37.963
37.773,0.190,37.963
37.610,0.354,37.963
37.396,0.567,37.963
37.135,0.829,37.963
36.825,1.139,37.963
36.467,1.496,37.963
36.064,1.899,37.963
35.616,2.347,37.963
35.125,2.838,37.963
34.592,3.371,37.963
34.019,3.944,37.963
33.408,4.556,37.963
32.760,5.204,37.963
32.077,5.886,37.963
31.363,6.601,37.963
30.618,7.346,37.963
29.845,8.118,37.963
29.047,8.917,37.963
28.226,9.738,37.963
27.384,10.579,37.963
26.525,11.438,37.963
25.651,12.313,37.963
24.764,13.200,37.963
23.867,14.096,37.963
22.963,15.000,37.963
22.055,15.908,37.963
21.145,16.818,37.964
20.237,17.727,37.964
19.332,18.631,37.964
18.434,19.529,37.964
17.546,20.418,37.964
16.669,21.295,37.964
15.806,22.157,37.964
14.961,23.003,37.964
14.134,23.829,37.964
13.330,24.634,37.964
12.549,25.415,37.963
11.793,26.170,37.963
11.066,26.897,37.963
10.368,27.595,37.963
9.702,28.261,37.963
9.069,28.895,37.963
8.469,29.494,37.963
7.905,30.058,37.963
7.377,30.586,37.963
6.886,31.077,37.963
6.433,31.531,37.963
6.017,31.947,37.963
5.638,32.325,37.963
5.298,32.666,37.963
4.994,32.969,37.963
4.726,33.237,37.963
4.493,33.470,37.963
4.295,33.668,37.963
4.129,33.834,37.963
3.995,33.968,37.963
3.891,34.071,37.963
3.817,34.146,37.963
3.770,34.193,37.963
3.751,34.212,37.963
3.759,34.204,37.963
3.794,34.169,37.963
3.857,34.106,37.963
3.949,34.014,37.963
4.070,33.893,37.963
4.223,33.740,37.963
4.407,33.556,37.963
4.626,33.337,37.963
4.879,33.084,37.963
5.168,32.796,37.963
5.493,32.470,37.963
5.856,32.108,37.963
6.256,31.707,37.963
6.694,31.269,37.963
7.170,30.794,37.963
7.682,30.281,37.963
8.232,29.732,37.964
8.817,29.147,37.964
9.436,28.527,37.964
10.089,27.874,37.964
10.774,27.190,37.964
11.489,26.474,37.964
12.233,25.730,37.964
13.004,24.960,37.964
13.799,24.165,37.964
14.617,23.347,37.964
15.455,22.509,37.964
16.310,21.653,37.964
17.182,20.782,37.964
18.066,19.898,37.964
18.960,19.003,37.964
19.863,18.101,37.964
20.770,17.194,37.964
21.679,16.284,37.964
22.588,15.375,37.964
23.494,14.469,37.964
24.394,13.569,37.964
25.286,12.678,37.964
26.166,11.798,37.964
27.031,10.932,37.964
27.881,10.083,37.964
28.710,9.253,37.964
29.518,8.446,37.964
30.302,7.662,37.964
31.058,6.905,37.964
31.786,6.178,37.964
32.482,5.482,37.964
33.144,4.819,37.964
33.771,4.193,37.964
34.361,3.603,37.964
34.910,3.053,37.964
35.419,2.545,37.964
35.885,2.079,37.964
36.307,1.657,37.964
36.683,1.281,37.964
37.013,0.951,37.964
37.295,0.669,37.964
37.528,0.436,37.964
37.712,0.252,37.964
37.846,0.118,37.964
37.930,0.034,37.964
37.963,0.001,37.964
37.946,0.018,37.964
37.878,0.086,37.964
37.760,0.204,37.964
37.591,0.373,37.964
37.373,0.591,37.964
37.107,0.857,37.964
36.792,1.172,37.964
36.430,1.534,37.964
36.023,1.941,37.964
35.570,2.394,37.964
35.075,2.889,37.964
34.538,3.426,37.964
33.961,4.003,37.964
33.346,4.618,37.964
32.694,5.270,37.964
32.008,5.955,37.964
31.291,6.673,37.964
30.543,7.421,37.964
29.768,8.196,37.964
28.967,8.997,37.964
28.144,9.820,37.964
27.301,10.663,37.964
26.440,11.524,37.964
25.564,12.400,37.964
24.676,13.288,37.964
23.778,14.186,37.964
22.874,15.090,37.964
21.966,15.998,37.964
21.056,16.908,37.964
20.148,17.816,37.964
19.243,18.721,37.964
18.346,19.618,37.964
17.459,20.505,37.964
16.583,21.381,37.964
15.722,22.242,37.964
14.878,23.086,37.964
14.054,23.910,37.964
13.251,24.713,37.964
12.473,25.491,37.964
11.720,26.244,37.964
10.996,26.968,37.964
10.301,27.663,37.964
9.638,28.326,37.964
9.008,28.956,37.964
8.412,29.552,37.964
7.851,30.113,37.964
7.327,30.637,37.964
6.840,31.124,37.964
6.390,31.574,37.964
5.978,31.986,37.964
5.603,32.361,37.964
5.266,32.698,37.964
4.966,32.998,37.964
4.701,33.262,37.964
4.472,33.491,37.963
4.277,33.686,37.963
4.115,33.849,37.963
3.984,33.980,37.963
3.883,34.081,37.963
3.811,34.153,37.963
3.767,34.196,37.963
3.750,34.213,37.963
3.761,34.202,37.963
3.799,34.164,37.963
3.865,34.098,37.963
3.959,34.004,37.963
4.084,33.880,37.963
4.239,33.724,37.963
4.427,33.536,37.963
4.649,33.314,37.964
4.906,33.058,37.964
5.198,32.766,37.964
5.527,32.436,37.964
5.894,32.070,37.964
6.298,31.666,37.964
6.740,31.224,37.964
7.219,30.745,37.964
7.735,30.229,37.964
8.288,29.676,37.964
8.876,29.088,37.964
9.499,28.465,37.964
10.156,27.808,37.964
10.844,27.121,37.964
11.562,26.402,37.964
12.308,25.656,37.964
13.081,24.883,37.964
13.879,24.085,37.964
14.699,23.265,37.964
15.539,22.426,37.964
16.396,21.568,37.964
17.269,20.695,37.964
18.154,19.810,37.964
19.049,18.915,37.964
19.952,18.012,37.964
20.860,17.104,37.964
21.769,16.195,37.964
22.678,15.286,37.964
23.584,14.380,37.964
24.483,13.481,37.964
25.373,12.591,37.964
26.252,11.712,37.964
27.117,10.848,37.964
27.964,10.000,37.964
28.792,9.173,37.964
29.597,8.367,37.964
30.378,7.586,37.964
31.132,6.832,37.964
31.857,6.108,37.964
32.549,5.415,37.964
33.208,4.756,37.964
33.832,4.133,37.964
34.417,3.547,37.964
34.963,3.001,37.964
35.467,2.497,37.964
35.929,2.035,37.964
36.346,1.618,37.964
36.718,1.246,37.964
37.043,0.921,37.964
37.320,0.644,37.964
37.549,0.416,37.964
37.728,0.236,37.964
37.857,0.107,37.964
37.936,0.028,37.964
37.964,0.000,37.964
37.942,0.022,37.964
37.869,0.095,37.964
37.746,0.219,37.964
37.572,0.392,37.964
37.350,0.615,37.964
37.078,0.886,37.964
36.759,1.206,37.964
36.392,1.572,37.964
35.980,1.984,37.964
35.524,2.441,37.964
35.024,2.940,37.964
34.483,3.481,37.964
33.902,4.062,37.964
33.283,4.681,37.964
32.628,5.336,37.964
31.939,6.025,37.964
31.218,6.746,37.964
30.468,7.497,37.964
29.690,8.275,37.964
28.887,9.077,37.964
28.062,9.903,37.964
27.217,10.748,37.964
26.354,11.610,37.964
25.477,12.488,37.964
24.588,13.377,37.965
23.689,14.275,37.965
22.784,15.180,37.965
21.876,16.089,37.965
20.966,16.998,37.965
20.058,17.906,37.965
19.155,18.810,37.965
18.258,19.706,37.965
17.372,20.593,37.965
16.497,21.467,37.965
15.638,22.327,37.965
14.796,23.169,37.965
13.974,23.991,37.965
13.173,24.791,37.965
12.397,25.567,37.965
11.648,26.317,37.964
10.926,27.039,37.964
10.234,27.730,37.964
9.574,28.390,37.964
8.947,29.017,37.964
8.355,29.609,37.964
7.798,30.167,37.964
7.277,30.687,37.964
6.794,31.171,37.964
6.347,31.617,37.964
5.939,32.025,37.964
5.568,32.396,37.964
5.235,32.730,37.964
4.938,33.026,37.964
4.677,33.287,37.964
4.451,33.512,37.964
4.260,33.704,37.964
4.100,33.864,37.964
3.972,33.991,37.964
3.874,34.089,37.964
3.805,34.159,37.964
3.764,34.200,37.964
3.750,34.214,37.964
3.763,34.200,37.964
3.804,34.160,37.964
3.873,34.091,37.964
3.970,33.993,37.964
4.098,33.866,37.964
4.257,33.707,37.964
4.448,33.516,37.964
4.673,33.291,37.964
4.933,33.031,37.964
5.229,32.735,37.964
5.562,32.402,37.964
5.932,32.032,37.964
6.340,31.625,37.964
6.785,31.179,37.964
7.268,30.696,37.964
7.788,30.176,37.964
8.345,29.620,37.964
8.937,29.028,37.965
9.563,28.402,37.965
10.222,27.742,37.965
10.913,27.051,37.965
11.634,26.330,37.965
12.384,25.581,37.965
13.159,24.805,37.965
13.959,24.005,37.965
14.781,23.183,37.965
15.623,22.342,37.965
16.482,21.483,37.965
17.356,20.609,37.965
18.242,19.722,37.965
19.139,18.826,37.965
20.042,17.923,37.965
20.950,17.015,37.965
21.860,16.105,37.965
22.768,15.196,37.965
23.673,14.291,37.965
24.572,13.393,37.965
25.461,12.503,37.965
26.339,11.626,37.965
27.202,10.763,37.965
28.047,9.918,37.965
28.873,9.092,37.965
29.676,8.289,37.965
30.454,7.510,37.965
31.206,6.759,37.965
31.927,6.038,37.965
32.617,5.348,37.965
33.272,4.693,37.965
33.892,4.073,37.965
34.473,3.491,37.965
35.015,2.950,37.965
35.516,2.449,37.965
35.973,1.992,37.965
36.386,1.579,37.965
36.753,1.212,37.965
37.073,0.892,37.965
37.346,0.619,37.965
37.569,0.396,37.965
37.743,0.221,37.965
37.868,0.097,37.965
37.942,0.023,37.965
37.965,0.000,37.965
37.937,0.027,37.965
37.859,0.105,37.965
37.731,0.234,37.965
37.553,0.412,37.965
37.325,0.640,37.965
37.049,0.916,37.965
36.725,1.240,37.965
36.354,1.611,37.965
35.937,2.027,37.965
35.477,2.488,37.965
34.973,2.992,37.965
34.428,3.537,37.965
33.843,4.122,37.965
33.220,4.745,37.965
32.562,5.403,37.965
31.870,6.095,37.965
31.146,6.819,37.965
30.392,7.573,37.965
29.612,8.353,37.965
28.807,9.158,37.965
27.979,9.986,37.965
27.132,10.833,37.965
26.268,11.697,37.965
25.390,12.575,37.965
24.499,13.465,37.965
23.600,14.365,37.965
22.695,15.270,37.965
21.786,16.179,37.965
20.876,17.089,37.965
19.969,17.996,37.965
19.066,18.899,37.965
18.170,19.795,37.965
17.285,20.680,37.965
16.412,21.553,37.965
15.554,22.411,37.965
14.714,23.251,37.965
13.894,24.071,37.965
13.096,24.869,37.965
12.322,25.643,37.965
11.575,26.390,37.965
10.856,27.109,37.965
10.168,27.797,37.965
9.511,28.454,37.965
8.887,29.078,37.965
8.298,29.667,37.965
7.745,30.220,37.965
7.228,30.737,37.965
6.748,31.217,37.965
6.305,31.659,37.965
5.901,32.064,37.965
5.533,32.431,37.965
5.204,32.761,37.965
4.911,33.054,37.965
4.653,33.311,37.965
4.431,33.533,37.964
4.242,33.722,37.964
4.086,33.878,37.964
3.961,34.003,37.964
3.866,34.098,37.964
3.800,34.164,37.964
3.761,34.203,37.964
3.750,34.214,37.964
3.766,34.198,37.964
3.810,34.155,37.964
3.881,34.083,37.964
3.982,33.983,37.964
4.112,33.852,37.964
4.274,33.690,37.964
4.469,33.496,37.964
4.697,33.267,37.965
4.961,33.004,37.965
5.260,32.704,37.965
5.597,32.368,37.965
5.971,31.994,37.965
6.382,31.583,37.965
6.832,31.133,37.965
7.318,30.647,37.965
7.842,30.123,37.965
8.402,29.563,37.965
8.997,28.968,37.965
9.627,28.338,37.965
10.289,27.676,37.965
10.984,26.981,37.965
11.708,26.258,37.965
12.460,25.506,37.965
13.238,24.727,37.965
14.040,23.925,37.965
14.864,23.101,37.965
15.707,22.258,37.965
16.568,21.397,37.965
17.443,20.522,37.965
18.331,19.634,37.965
19.228,18.737,37.965
20.132,17.833,37.965
21.040,16.925,37.965
21.950,16.015,37.965
22.859,15.107,37.965
23.763,14.202,37.965
24.661,13.304,37.965
25.549,12.416,37.965
26.425,11.540,37.965
27.286,10.679,37.965
28.130,9.835,37.965
28.954,9.012,37.965
29.755,8.211,37.965
30.530,7.435,37.965
31.279,6.687,37.965
31.997,5.968,37.965
32.684,5.282,37.965
33.336,4.630,37.965
33.952,4.014,37.965
34.529,3.436,37.965
35.067,2.898,37.965
35.563,2.402,37.965
36.016,1.949,37.965
36.425,1.541,37.965
36.787,1.178,37.965
37.103,0.863,37.965
37.370,0.595,37.965
37.589,0.376,37.965
37.758,0.207,37.965
37.878,0.088,37.965
37.947,0.019,37.965
37.965,0.000,37.965
37.932,0.033,37.965
37.850,0.116,37.965
37.716,0.249,37.965
37.533,0.432,37.965
37.301,0.665,37.965
37.020,0.946,37.965
36.691,1.275,37.965
36.315,1.650,37.965
35.894,2.071,37.965
35.429,2.536,37.965
34.921,3.044,37.965
34.372,3.593,37.965
33.783,4.182,37.965
33.157,4.808,37.965
32.495,5.470,37.965
31.800,6.166,37.965
31.073,6.893,37.965
30.317,7.649,37.965
29.534,8.432,37.965
28.726,9.239,37.965
27.897,10.069,37.965
27.048,10.918,37.965
26.182,11.783,37.965
25.302,12.663,37.965
24.411,13.554,37.965
23.511,14.454,37.965
22.605,15.360,37.965
21.696,16.269,37.965
20.787,17.179,37.965
19.879,18.086,37.965
18.977,18.989,37.965
18.082,19.883,37.965
17.198,20.768,37.965
16.326,21.639,37.965
15.470,22.495,37.965
14.632,23.334,37.965
13.814,24.152,37.965
13.018,24.948,37.965
12.247,25.719,37.965
11.503,26.463,37.965
10.787,27.179,37.965
10.101,27.864,37.965
9.448,28.518,37.965
8.827,29.138,37.965
8.242,29.724,37.965
7.692,30.273,37.965
7.179,30.787,37.965
6.702,31.263,37.965
6.264,31.702,37.965
5.863,32.103,37.965
5.499,32.466,37.965
5.173,32.792,37.965
4.883,33.082,37.965
4.630,33.335,37.965
4.411,33.554,37.965
4.226,33.739,37.965
4.073,33.892,37.965
3.951,34.014,37.965
3.858,34.106,37.965
3.795,34.170,37.965
3.759,34.206,37.965
3.750,34.214,37.965
3.769,34.195,37.965
3.815,34.149,37.965
3.890,34.075,37.965
3.993,33.972,37.965
4.127,33.838,37.965
4.292,33.673,37.965
4.490,33.475,37.965
4.722,33.243,37.965
4.989,32.976,37.965
5.292,32.673,37.965
5.632,32.333,37.965
6.010,31.955,37.965
6.425,31.540,37.965
6.878,31.087,37.965
7.369,30.597,37.965
7.896,30.070,37.965
8.459,29.506,37.965
9.058,28.907,37.966
9.691,28.274,37.966
10.357,27.609,37.966
11.054,26.911,37.966
11.781,26.185,37.966
12.536,25.430,37.966
13.316,24.649,37.966
14.121,23.845,37.966
14.947,23.019,37.966
15.792,22.174,37.966
16.654,21.311,37.966
17.531,20.435,37.966
18.420,19.546,37.966
19.318,18.648,37.966
20.222,17.743,37.966
21.131,16.835,37.966
22.041,15.925,37.966
22.949,15.017,37.966
23.853,14.113,37.966
24.750,13.216,37.966
25.637,12.329,37.966
26.512,11.454,37.966
27.371,10.594,37.966
28.213,9.753,37.966
29.035,8.931,37.966
29.833,8.133,37.966
30.606,7.359,37.966
31.352,6.614,37.966
32.067,5.899,37.966
32.750,5.216,37.966
33.399,4.567,37.966
34.011,3.955,37.966
34.585,3.381,37.966
35.119,2.847,37.966
35.611,2.355,37.966
36.059,1.907,37.966
36.463,1.503,37.966
36.821,1.145,37.966
37.132,0.834,37.966
37.395,0.571,37.966
37.609,0.357,37.966
37.773,0.193,37.966
37.887,0.079,37.966
37.951,0.015,37.966
37.964,0.001,37.966
37.927,0.039,37.966
37.839,0.127,37.966
37.701,0.265,37.966
37.513,0.453,37.966
37.275,0.691,37.966
36.989,0.976,37.966
36.656,1.310,37.966
36.276,1.690,37.966
35.851,2.115,37.966
35.381,2.585,37.966
34.869,3.097,37.966
34.316,3.650,37.966
33.723,4.243,37.966
33.094,4.872,37.966
32.428,5.538,37.966
31.729,6.236,37.966
30.999,6.966,37.966
30.241,7.725,37.966
29.455,8.511,37.966
28.645,9.321,37.966
27.814,10.152,37.966
26.963,11.003,37.966
26.096,11.870,37.966
25.215,12.751,37.966
24.322,13.643,37.966
23.422,14.544,37.966
22.516,15.450,37.966
21.606,16.360,37.966
20.697,17.269,37.966
19.790,18.176,37.966
18.888,19.078,37.966
17.994,19.972,37.966
17.111,20.855,37.966
16.241,21.725,37.966
15.386,22.580,37.966
14.550,23.416,37.966
13.734,24.232,37.966
12.940,25.025,37.966
12.172,25.794,37.966
11.430,26.536,37.966
10.717,27.248,37.966
10.035,27.931,37.966
9.385,28.581,37.966
8.768,29.198,37.966
8.186,29.780,37.966
7.639,30.326,37.966
7.130,30.836,37.966
6.657,31.309,37.966
6.222,31.744,37.966
5.825,32.141,37.966
5.465,32.500,37.966
5.143,32.823,37.966
4.857,33.109,37.966
4.607,33.359,37.965
4.391,33.574,37.965
4.209,33.756,37.965
4.059,33.906,37.965
3.940,34.025,37.965
3.851,34.114,37.965
3.790,34.175,37.965
3.757,34.208,37.965
